sku,cod_sankhya,titulo_bruto,status,cor,classificacao,colecao
CAX016PP,68366,CAMISA ARMORX BRK FISHING BRANCA MARMORIZADA COM PROTECAO UV50+ - TAMANHO:PP,enriched,SEM_COR,Camisas,Armorx
CAX016P,68367,CAMISA ARMORX BRK FISHING BRANCA MARMORIZADA COM PROTECAO UV50+ - TAMANHO:P,enriched,SEM_COR,Camisas,Armorx
CAX016M,68368,CAMISA ARMORX BRK FISHING BRANCA MARMORIZADA COM PROTECAO UV50+ - TAMANHO:M,enriched,SEM_COR,Camisas,Armorx
CAX016G,68369,CAMISA ARMORX BRK FISHING BRANCA MARMORIZADA COM PROTECAO UV50+ - TAMANHO:G,enriched,SEM_COR,Camisas,Armorx
CAX016GG,68370,CAMISA ARMORX BRK FISHING BRANCA MARMORIZADA COM PROTECAO UV50+ - TAMANHO:GG,enriched,SEM_COR,Camisas,Armorx
CAX012BLPP,68317,CAMISA ARMORX FEMININA BRK FISHING VERDE E AMARELO COM PROTECAO UV50+ - TAMANHO:PP,enriched,SEM_COR,Camisas,Armorx
CAX012BLP,68318,CAMISA ARMORX FEMININA BRK FISHING VERDE E AMARELO COM PROTECAO UV50+ - TAMANHO:P,enriched,SEM_COR,Camisas,Armorx
CAX012BLM,68319,CAMISA ARMORX FEMININA BRK FISHING VERDE E AMARELO COM PROTECAO UV50+ - TAMANHO:M,enriched,SEM_COR,Camisas,Armorx
CAX012BLG,68320,CAMISA ARMORX FEMININA BRK FISHING VERDE E AMARELO COM PROTECAO UV50+ - TAMANHO:G,enriched,SEM_COR,Camisas,Armorx
CAX012BLGG,68321,CAMISA ARMORX FEMININA BRK FISHING VERDE E AMARELO COM PROTECAO UV50+ - TAMANHO:GG,enriched,SEM_COR,Camisas,Armorx
CAX012BLG1,68322,CAMISA ARMORX FEMININA BRK FISHING VERDE E AMARELO COM PROTECAO UV50+ - TAMANHO:G1,enriched,SEM_COR,Camisas,Armorx
CAX012BLG2,68323,CAMISA ARMORX FEMININA BRK FISHING VERDE E AMARELO COM PROTECAO UV50+ - TAMANHO:G2,enriched,SEM_COR,Camisas,Armorx
CAX013PP,68324,CAMISA ARMORX BRK FISHING DEGRADE VERDE ESMERALDA COM PROTECAO UV50+ - TAMANHO:PP,enriched,SEM_COR,Camisas,Armorx
CAX013P,68325,CAMISA ARMORX BRK FISHING DEGRADE VERDE ESMERALDA COM PROTECAO UV50+ - TAMANHO:P,enriched,SEM_COR,Camisas,Armorx
CAX013M,68326,CAMISA ARMORX BRK FISHING DEGRADE VERDE ESMERALDA COM PROTECAO UV50+ - TAMANHO:M,enriched,SEM_COR,Camisas,Armorx
CAX013G,68327,CAMISA ARMORX BRK FISHING DEGRADE VERDE ESMERALDA COM PROTECAO UV50+ - TAMANHO:G,enriched,SEM_COR,Camisas,Armorx
CAX013GG,68328,CAMISA ARMORX BRK FISHING DEGRADE VERDE ESMERALDA COM PROTECAO UV50+ - TAMANHO:GG,enriched,SEM_COR,Camisas,Armorx
CAX013G1,68329,CAMISA ARMORX BRK FISHING DEGRADE VERDE ESMERALDA COM PROTECAO UV50+ - TAMANHO:G1,enriched,SEM_COR,Camisas,Armorx
CAX013G2,68330,CAMISA ARMORX BRK FISHING DEGRADE VERDE ESMERALDA COM PROTECAO UV50+ - TAMANHO:G2,enriched,SEM_COR,Camisas,Armorx
CAX013BLPP,68331,CAMISA ARMORX FEMININA BRK FISHING DEGRADE VERDE ESMERALDA COM PROTECAO UV50+ - TAMANHO:PP,enriched,SEM_COR,Camisas,Armorx
CAX013BLP,68332,CAMISA ARMORX FEMININA BRK FISHING DEGRADE VERDE ESMERALDA COM PROTECAO UV50+ - TAMANHO:P,enriched,SEM_COR,Camisas,Armorx
CAX013BLM,68333,CAMISA ARMORX FEMININA BRK FISHING DEGRADE VERDE ESMERALDA COM PROTECAO UV50+ - TAMANHO:M,enriched,SEM_COR,Camisas,Armorx
CAX013BLG,68334,CAMISA ARMORX FEMININA BRK FISHING DEGRADE VERDE ESMERALDA COM PROTECAO UV50+ - TAMANHO:G,enriched,SEM_COR,Camisas,Armorx
CAX013BLGG,68335,CAMISA ARMORX FEMININA BRK FISHING DEGRADE VERDE ESMERALDA COM PROTECAO UV50+ - TAMANHO:GG,enriched,SEM_COR,Camisas,Armorx
CAX013BLG1,68336,CAMISA ARMORX FEMININA BRK FISHING DEGRADE VERDE ESMERALDA COM PROTECAO UV50+ - TAMANHO:G1,enriched,SEM_COR,Camisas,Armorx
CAX013BLG2,68337,CAMISA ARMORX FEMININA BRK FISHING DEGRADE VERDE ESMERALDA COM PROTECAO UV50+ - TAMANHO:G2,enriched,SEM_COR,Camisas,Armorx
CAX014PP,68338,CAMISA ARMORX BRK FISHING DEGRADE BEGE COM PROTECAO UV50+ - TAMANHO:PP,enriched,SEM_COR,Camisas,Armorx
CAX014P,68339,CAMISA ARMORX BRK FISHING DEGRADE BEGE COM PROTECAO UV50+ - TAMANHO:P,enriched,SEM_COR,Camisas,Armorx
CAX014M,68340,CAMISA ARMORX BRK FISHING DEGRADE BEGE COM PROTECAO UV50+ - TAMANHO:M,enriched,SEM_COR,Camisas,Armorx
CAX014G,68341,CAMISA ARMORX BRK FISHING DEGRADE BEGE COM PROTECAO UV50+ - TAMANHO:G,enriched,SEM_COR,Camisas,Armorx
CAX014GG,68342,CAMISA ARMORX BRK FISHING DEGRADE BEGE COM PROTECAO UV50+ - TAMANHO:GG,enriched,SEM_COR,Camisas,Armorx
CAX014G1,68343,CAMISA ARMORX BRK FISHING DEGRADE BEGE COM PROTECAO UV50+ - TAMANHO:G1,enriched,SEM_COR,Camisas,Armorx
CAX014G2,68344,CAMISA ARMORX BRK FISHING DEGRADE BEGE COM PROTECAO UV50+ - TAMANHO:G2,enriched,SEM_COR,Camisas,Armorx
CAX014BLPP,68345,CAMISA ARMORX FEMININA BRK FISHING DEGRADE BEGE COM PROTECAO UV50+ - TAMANHO:PP,enriched,SEM_COR,Camisas,Armorx
CAX014BLP,68346,CAMISA ARMORX FEMININA BRK FISHING DEGRADE BEGE COM PROTECAO UV50+ - TAMANHO:P,enriched,SEM_COR,Camisas,Armorx
CAX014BLM,68347,CAMISA ARMORX FEMININA BRK FISHING DEGRADE BEGE COM PROTECAO UV50+ - TAMANHO:M,enriched,SEM_COR,Camisas,Armorx
CAX014BLG,68348,CAMISA ARMORX FEMININA BRK FISHING DEGRADE BEGE COM PROTECAO UV50+ - TAMANHO:G,enriched,SEM_COR,Camisas,Armorx
CAX014BLGG,68349,CAMISA ARMORX FEMININA BRK FISHING DEGRADE BEGE COM PROTECAO UV50+ - TAMANHO:GG,enriched,SEM_COR,Camisas,Armorx
CAX014BLG1,68350,CAMISA ARMORX FEMININA BRK FISHING DEGRADE BEGE COM PROTECAO UV50+ - TAMANHO:G1,enriched,SEM_COR,Camisas,Armorx
CAX014BLG2,68351,CAMISA ARMORX FEMININA BRK FISHING DEGRADE BEGE COM PROTECAO UV50+ - TAMANHO:G2,enriched,SEM_COR,Camisas,Armorx
CAX015PP,68352,CAMISA ARMORX BRK FISHING DEGRADE CINZA COM PROTECAO UV50+ - TAMANHO:PP,enriched,SEM_COR,Camisas,Armorx
CAX015P,68353,CAMISA ARMORX BRK FISHING DEGRADE CINZA COM PROTECAO UV50+ - TAMANHO:P,enriched,SEM_COR,Camisas,Armorx
CAX015M,68354,CAMISA ARMORX BRK FISHING DEGRADE CINZA COM PROTECAO UV50+ - TAMANHO:M,enriched,SEM_COR,Camisas,Armorx
CAX015G,68355,CAMISA ARMORX BRK FISHING DEGRADE CINZA COM PROTECAO UV50+ - TAMANHO:G,enriched,SEM_COR,Camisas,Armorx
CAX029GG,68552,CAMISA ARMORX BRK FISHING BEGE NATURAL COM PROTECAO UV50+ - TAMANHO:GG,enriched,SEM_COR,Camisas,Armorx
CAX029G1,68553,CAMISA ARMORX BRK FISHING BEGE NATURAL COM PROTECAO UV50+ - TAMANHO:G1,enriched,SEM_COR,Camisas,Armorx
CAX029G2,68554,CAMISA ARMORX BRK FISHING BEGE NATURAL COM PROTECAO UV50+ - TAMANHO:G2,enriched,SEM_COR,Camisas,Armorx
CAX029BLPP,68555,CAMISA ARMORX FEMININA BRK FISHING BEGE NATURAL COM PROTECAO UV50+ - TAMANHO:PP,enriched,SEM_COR,Camisas,Armorx
CAX029BLP,68556,CAMISA ARMORX FEMININA BRK FISHING BEGE NATURAL COM PROTECAO UV50+ - TAMANHO:P,enriched,SEM_COR,Camisas,Armorx
CAX029BLM,68557,CAMISA ARMORX FEMININA BRK FISHING BEGE NATURAL COM PROTECAO UV50+ - TAMANHO:M,enriched,SEM_COR,Camisas,Armorx
CAX029BLG,68558,CAMISA ARMORX FEMININA BRK FISHING BEGE NATURAL COM PROTECAO UV50+ - TAMANHO:G,enriched,SEM_COR,Camisas,Armorx
CAX029BLGG,68559,CAMISA ARMORX FEMININA BRK FISHING BEGE NATURAL COM PROTECAO UV50+ - TAMANHO:GG,enriched,SEM_COR,Camisas,Armorx
CAX029BLG1,68560,CAMISA ARMORX FEMININA BRK FISHING BEGE NATURAL COM PROTECAO UV50+ - TAMANHO:G1,enriched,SEM_COR,Camisas,Armorx
CAX029BLG2,68561,CAMISA ARMORX FEMININA BRK FISHING BEGE NATURAL COM PROTECAO UV50+ - TAMANHO:G2,enriched,SEM_COR,Camisas,Armorx
CAX030PP,68562,CAMISA ARMORX BRK FISHING PRETO GRAFITE COM PROTECAO UV50+ - TAMANHO:PP,enriched,SEM_COR,Camisas,Armorx
CAX030P,68563,CAMISA ARMORX BRK FISHING PRETO GRAFITE COM PROTECAO UV50+ - TAMANHO:P,enriched,SEM_COR,Camisas,Armorx
CAX030M,68564,CAMISA ARMORX BRK FISHING PRETO GRAFITE COM PROTECAO UV50+ - TAMANHO:M,enriched,SEM_COR,Camisas,Armorx
CAX030G,68565,CAMISA ARMORX BRK FISHING PRETO GRAFITE COM PROTECAO UV50+ - TAMANHO:G,enriched,SEM_COR,Camisas,Armorx
CAX030GG,68566,CAMISA ARMORX BRK FISHING PRETO GRAFITE COM PROTECAO UV50+ - TAMANHO:GG,enriched,SEM_COR,Camisas,Armorx
CAX030G1,68567,CAMISA ARMORX BRK FISHING PRETO GRAFITE COM PROTECAO UV50+ - TAMANHO:G1,enriched,SEM_COR,Camisas,Armorx
CAX030G2,68568,CAMISA ARMORX BRK FISHING PRETO GRAFITE COM PROTECAO UV50+ - TAMANHO:G2,enriched,SEM_COR,Camisas,Armorx
CAX030BLPP,68569,CAMISA ARMORX FEMININA BRK FISHING PRETO GRAFITE COM PROTECAO UV50+ - TAMANHO:PP,enriched,SEM_COR,Camisas,Armorx
CAX030BLP,68570,CAMISA ARMORX FEMININA BRK FISHING PRETO GRAFITE COM PROTECAO UV50+ - TAMANHO:P,enriched,SEM_COR,Camisas,Armorx
CAX030BLM,68571,CAMISA ARMORX FEMININA BRK FISHING PRETO GRAFITE COM PROTECAO UV50+ - TAMANHO:M,enriched,SEM_COR,Camisas,Armorx
CAX030BLG,68572,CAMISA ARMORX FEMININA BRK FISHING PRETO GRAFITE COM PROTECAO UV50+ - TAMANHO:G,enriched,SEM_COR,Camisas,Armorx
CAX030BLGG,68573,CAMISA ARMORX FEMININA BRK FISHING PRETO GRAFITE COM PROTECAO UV50+ - TAMANHO:GG,enriched,SEM_COR,Camisas,Armorx
CAX030BLG1,68574,CAMISA ARMORX FEMININA BRK FISHING PRETO GRAFITE COM PROTECAO UV50+ - TAMANHO:G1,enriched,SEM_COR,Camisas,Armorx
CAX030BLG2,68575,CAMISA ARMORX FEMININA BRK FISHING PRETO GRAFITE COM PROTECAO UV50+ - TAMANHO:G2,enriched,SEM_COR,Camisas,Armorx
CAX031PP,68576,CAMISA ARMORX BRK FISHING AZUL DEGRADE COM PROTECAO UV50+ - TAMANHO:PP,enriched,SEM_COR,Camisas,Armorx
CAX031P,68577,CAMISA ARMORX BRK FISHING AZUL DEGRADE COM PROTECAO UV50+ - TAMANHO:P,enriched,SEM_COR,Camisas,Armorx
CAX031M,68578,CAMISA ARMORX BRK FISHING AZUL DEGRADE COM PROTECAO UV50+ - TAMANHO:M,enriched,SEM_COR,Camisas,Armorx
CAX031G,68579,CAMISA ARMORX BRK FISHING AZUL DEGRADE COM PROTECAO UV50+ - TAMANHO:G,enriched,SEM_COR,Camisas,Armorx
CAX031GG,68580,CAMISA ARMORX BRK FISHING AZUL DEGRADE COM PROTECAO UV50+ - TAMANHO:GG,enriched,SEM_COR,Camisas,Armorx
CAX031G1,68581,CAMISA ARMORX BRK FISHING AZUL DEGRADE COM PROTECAO UV50+ - TAMANHO:G1,enriched,SEM_COR,Camisas,Armorx
CAX031G2,68582,CAMISA ARMORX BRK FISHING AZUL DEGRADE COM PROTECAO UV50+ - TAMANHO:G2,enriched,SEM_COR,Camisas,Armorx
CAX031BLPP,68583,CAMISA ARMORX FEMININA BRK FISHING AZUL DEGRADE COM PROTECAO UV50+ - TAMANHO:PP,enriched,SEM_COR,Camisas,Armorx
CAX031BLP,68584,CAMISA ARMORX FEMININA BRK FISHING AZUL DEGRADE COM PROTECAO UV50+ - TAMANHO:P,enriched,SEM_COR,Camisas,Armorx
CAX031BLM,68585,CAMISA ARMORX FEMININA BRK FISHING AZUL DEGRADE COM PROTECAO UV50+ - TAMANHO:M,enriched,SEM_COR,Camisas,Armorx
CAX031BLG,68586,CAMISA ARMORX FEMININA BRK FISHING AZUL DEGRADE COM PROTECAO UV50+ - TAMANHO:G,enriched,SEM_COR,Camisas,Armorx
CAX031BLGG,68587,CAMISA ARMORX FEMININA BRK FISHING AZUL DEGRADE COM PROTECAO UV50+ - TAMANHO:GG,enriched,SEM_COR,Camisas,Armorx
CAX031BLG1,68588,CAMISA ARMORX FEMININA BRK FISHING AZUL DEGRADE COM PROTECAO UV50+ - TAMANHO:G1,enriched,SEM_COR,Camisas,Armorx
CAX031BLG2,68589,CAMISA ARMORX FEMININA BRK FISHING AZUL DEGRADE COM PROTECAO UV50+ - TAMANHO:G2,enriched,SEM_COR,Camisas,Armorx
CAX032PP,68590,CAMISA ARMORX BRK FISHING COLMEIA DEGRADE BRANCO CINZA COM PROTECAO UV50+ - TAMANHO:PP,enriched,SEM_COR,Camisas,Armorx
CAX032P,68591,CAMISA ARMORX BRK FISHING COLMEIA DEGRADE BRANCO CINZA COM PROTECAO UV50+ - TAMANHO:P,enriched,SEM_COR,Camisas,Armorx
CAX032M,68592,CAMISA ARMORX BRK FISHING COLMEIA DEGRADE BRANCO CINZA COM PROTECAO UV50+ - TAMANHO:M,enriched,SEM_COR,Camisas,Armorx
CAX032G,68593,CAMISA ARMORX BRK FISHING COLMEIA DEGRADE BRANCO CINZA COM PROTECAO UV50+ - TAMANHO:G,enriched,SEM_COR,Camisas,Armorx
CAX032GG,68594,CAMISA ARMORX BRK FISHING COLMEIA DEGRADE BRANCO CINZA COM PROTECAO UV50+ - TAMANHO:GG,enriched,SEM_COR,Camisas,Armorx
CAX032G1,68595,CAMISA ARMORX BRK FISHING COLMEIA DEGRADE BRANCO CINZA COM PROTECAO UV50+ - TAMANHO:G1,enriched,SEM_COR,Camisas,Armorx
CAX032G2,68596,CAMISA ARMORX BRK FISHING COLMEIA DEGRADE BRANCO CINZA COM PROTECAO UV50+ - TAMANHO:G2,enriched,SEM_COR,Camisas,Armorx
CAX032BLPP,68597,CAMISA ARMORX FEMININA BRK FISHING COLMEIA DEGRADE BRANCO CINZA COM PROTECAO UV50+ - TAMANHO:PP,pendente,SEM_COR,Camisas,Armorx
CAX032BLP,68598,CAMISA ARMORX FEMININA BRK FISHING COLMEIA DEGRADE BRANCO CINZA COM PROTECAO UV50+ - TAMANHO:P,pendente,SEM_COR,Camisas,Armorx
CAX032BLM,68599,CAMISA ARMORX FEMININA BRK FISHING COLMEIA DEGRADE BRANCO CINZA COM PROTECAO UV50+ - TAMANHO:M,pendente,SEM_COR,Camisas,Armorx
CAX032BLG,68600,CAMISA ARMORX FEMININA BRK FISHING COLMEIA DEGRADE BRANCO CINZA COM PROTECAO UV50+ - TAMANHO:G,pendente,SEM_COR,Camisas,Armorx
CAX032BLGG,68601,CAMISA ARMORX FEMININA BRK FISHING COLMEIA DEGRADE BRANCO CINZA COM PROTECAO UV50+ - TAMANHO:GG,pendente,SEM_COR,Camisas,Armorx
CAX032BLG1,68602,CAMISA ARMORX FEMININA BRK FISHING COLMEIA DEGRADE BRANCO CINZA COM PROTECAO UV50+ - TAMANHO:G1,pendente,SEM_COR,Camisas,Armorx
CAX032BLG2,68603,CAMISA ARMORX FEMININA BRK FISHING COLMEIA DEGRADE BRANCO CINZA COM PROTECAO UV50+ - TAMANHO:G2,pendente,SEM_COR,Camisas,Armorx
CAX033PP,68604,CAMISA ARMORX BRK FISHING COLMEIA DEGRADE VERDE OLIVA COM PROTECAO UV50+ - TAMANHO:PP,pendente,SEM_COR,Camisas,Armorx
CAX033P,68605,CAMISA ARMORX BRK FISHING COLMEIA DEGRADE VERDE OLIVA COM PROTECAO UV50+ - TAMANHO:P,pendente,SEM_COR,Camisas,Armorx
CAX033M,68606,CAMISA ARMORX BRK FISHING COLMEIA DEGRADE VERDE OLIVA COM PROTECAO UV50+ - TAMANHO:M,pendente,SEM_COR,Camisas,Armorx
CAX033G,68607,CAMISA ARMORX BRK FISHING COLMEIA DEGRADE VERDE OLIVA COM PROTECAO UV50+ - TAMANHO:G,pendente,SEM_COR,Camisas,Armorx
CAX033GG,68608,CAMISA ARMORX BRK FISHING COLMEIA DEGRADE VERDE OLIVA COM PROTECAO UV50+ - TAMANHO:GG,pendente,SEM_COR,Camisas,Armorx
CAX033G1,68609,CAMISA ARMORX BRK FISHING COLMEIA DEGRADE VERDE OLIVA COM PROTECAO UV50+ - TAMANHO:G1,pendente,SEM_COR,Camisas,Armorx
CAX033G2,68610,CAMISA ARMORX BRK FISHING COLMEIA DEGRADE VERDE OLIVA COM PROTECAO UV50+ - TAMANHO:G2,pendente,SEM_COR,Camisas,Armorx
CAX033BLPP,68611,CAMISA ARMORX FEMININA BRK FISHING COLMEIA DEGRADE VERDE OLIVA COM PROTECAO UV50+ - TAMANHO:PP,pendente,SEM_COR,Camisas,Armorx
CAX033BLP,68612,CAMISA ARMORX FEMININA BRK FISHING COLMEIA DEGRADE VERDE OLIVA COM PROTECAO UV50+ - TAMANHO:P,pendente,SEM_COR,Camisas,Armorx
CAX033BLM,68613,CAMISA ARMORX FEMININA BRK FISHING COLMEIA DEGRADE VERDE OLIVA COM PROTECAO UV50+ - TAMANHO:M,pendente,SEM_COR,Camisas,Armorx
CAX033BLG,68614,CAMISA ARMORX FEMININA BRK FISHING COLMEIA DEGRADE VERDE OLIVA COM PROTECAO UV50+ - TAMANHO:G,pendente,SEM_COR,Camisas,Armorx
CAX033BLGG,68615,CAMISA ARMORX FEMININA BRK FISHING COLMEIA DEGRADE VERDE OLIVA COM PROTECAO UV50+ - TAMANHO:GG,pendente,SEM_COR,Camisas,Armorx
CAX033BLG1,68616,CAMISA ARMORX FEMININA BRK FISHING COLMEIA DEGRADE VERDE OLIVA COM PROTECAO UV50+ - TAMANHO:G1,pendente,SEM_COR,Camisas,Armorx
CAX033BLG2,68617,CAMISA ARMORX FEMININA BRK FISHING COLMEIA DEGRADE VERDE OLIVA COM PROTECAO UV50+ - TAMANHO:G2,pendente,SEM_COR,Camisas,Armorx
CAX034PP,68618,CAMISA ARMORX BRK FISHING ONDAS AZUL CLARO COM PROTECAO UV50+ - TAMANHO:PP,pendente,SEM_COR,Camisas,Armorx
CAX034P,68619,CAMISA ARMORX BRK FISHING ONDAS AZUL CLARO COM PROTECAO UV50+ - TAMANHO:P,pendente,SEM_COR,Camisas,Armorx
CAX034M,68620,CAMISA ARMORX BRK FISHING ONDAS AZUL CLARO COM PROTECAO UV50+ - TAMANHO:M,pendente,SEM_COR,Camisas,Armorx
CAX034G,68621,CAMISA ARMORX BRK FISHING ONDAS AZUL CLARO COM PROTECAO UV50+ - TAMANHO:G,pendente,SEM_COR,Camisas,Armorx
CAX036BLPP,68653,CAMISA ARMORX FEMININA BRK FISHING ONDAS VERDE CLARO COM PROTECAO UV50+ - TAMANHO:PP,pendente,SEM_COR,Camisas,Armorx
CAX036BLP,68654,CAMISA ARMORX FEMININA BRK FISHING ONDAS VERDE CLARO COM PROTECAO UV50+ - TAMANHO:P,pendente,SEM_COR,Camisas,Armorx
CAX036BLM,68655,CAMISA ARMORX FEMININA BRK FISHING ONDAS VERDE CLARO COM PROTECAO UV50+ - TAMANHO:M,pendente,SEM_COR,Camisas,Armorx
CAX036BLG,68656,CAMISA ARMORX FEMININA BRK FISHING ONDAS VERDE CLARO COM PROTECAO UV50+ - TAMANHO:G,pendente,SEM_COR,Camisas,Armorx
CAX036BLGG,68657,CAMISA ARMORX FEMININA BRK FISHING ONDAS VERDE CLARO COM PROTECAO UV50+ - TAMANHO:GG,pendente,SEM_COR,Camisas,Armorx
CAX036BLG1,68658,CAMISA ARMORX FEMININA BRK FISHING ONDAS VERDE CLARO COM PROTECAO UV50+ - TAMANHO:G1,pendente,SEM_COR,Camisas,Armorx
CAX036BLG2,68659,CAMISA ARMORX FEMININA BRK FISHING ONDAS VERDE CLARO COM PROTECAO UV50+ - TAMANHO:G2,pendente,SEM_COR,Camisas,Armorx
CAX037PP,68660,CAMISA ARMORX BRK FISHING SUNSET CORAL AMARELO COM PROTECAO UV50+ - TAMANHO:PP,pendente,SEM_COR,Camisas,Armorx
CAX037P,68661,CAMISA ARMORX BRK FISHING SUNSET CORAL AMARELO COM PROTECAO UV50+ - TAMANHO:P,pendente,SEM_COR,Camisas,Armorx
CAX037M,68662,CAMISA ARMORX BRK FISHING SUNSET CORAL AMARELO COM PROTECAO UV50+ - TAMANHO:M,pendente,SEM_COR,Camisas,Armorx
CAX037G,68663,CAMISA ARMORX BRK FISHING SUNSET CORAL AMARELO COM PROTECAO UV50+ - TAMANHO:G,pendente,SEM_COR,Camisas,Armorx
CAX034GG,68622,CAMISA ARMORX BRK FISHING ONDAS AZUL CLARO COM PROTECAO UV50+ - TAMANHO:GG,pendente,SEM_COR,Camisas,Armorx
CAX034G1,68623,CAMISA ARMORX BRK FISHING ONDAS AZUL CLARO COM PROTECAO UV50+ - TAMANHO:G1,pendente,SEM_COR,Camisas,Armorx
CAX034G2,68624,CAMISA ARMORX BRK FISHING ONDAS AZUL CLARO COM PROTECAO UV50+ - TAMANHO:G2,pendente,SEM_COR,Camisas,Armorx
CAX034BLPP,68625,CAMISA ARMORX FEMININA BRK FISHING ONDAS AZUL CLARO COM PROTECAO UV50+ - TAMANHO:PP,pendente,SEM_COR,Camisas,Armorx
CAX034BLP,68626,CAMISA ARMORX FEMININA BRK FISHING ONDAS AZUL CLARO COM PROTECAO UV50+ - TAMANHO:P,pendente,SEM_COR,Camisas,Armorx
CAX034BLM,68627,CAMISA ARMORX FEMININA BRK FISHING ONDAS AZUL CLARO COM PROTECAO UV50+ - TAMANHO:M,pendente,SEM_COR,Camisas,Armorx
CAX034BLG,68628,CAMISA ARMORX FEMININA BRK FISHING ONDAS AZUL CLARO COM PROTECAO UV50+ - TAMANHO:G,pendente,SEM_COR,Camisas,Armorx
CAX034BLGG,68629,CAMISA ARMORX FEMININA BRK FISHING ONDAS AZUL CLARO COM PROTECAO UV50+ - TAMANHO:GG,pendente,SEM_COR,Camisas,Armorx
CAX034BLG1,68630,CAMISA ARMORX FEMININA BRK FISHING ONDAS AZUL CLARO COM PROTECAO UV50+ - TAMANHO:G1,pendente,SEM_COR,Camisas,Armorx
CAX034BLG2,68631,CAMISA ARMORX FEMININA BRK FISHING ONDAS AZUL CLARO COM PROTECAO UV50+ - TAMANHO:G2,pendente,SEM_COR,Camisas,Armorx
CAX035PP,68632,CAMISA ARMORX BRK FISHING ONDAS AREIA COM PROTECAO UV50+ - TAMANHO:PP,pendente,SEM_COR,Camisas,Armorx
CAX035P,68633,CAMISA ARMORX BRK FISHING ONDAS AREIA COM PROTECAO UV50+ - TAMANHO:P,pendente,SEM_COR,Camisas,Armorx
CAX035M,68634,CAMISA ARMORX BRK FISHING ONDAS AREIA COM PROTECAO UV50+ - TAMANHO:M,pendente,SEM_COR,Camisas,Armorx
CAX035G,68635,CAMISA ARMORX BRK FISHING ONDAS AREIA COM PROTECAO UV50+ - TAMANHO:G,pendente,SEM_COR,Camisas,Armorx
CAX035GG,68636,CAMISA ARMORX BRK FISHING ONDAS AREIA COM PROTECAO UV50+ - TAMANHO:GG,pendente,SEM_COR,Camisas,Armorx
CAX035G1,68637,CAMISA ARMORX BRK FISHING ONDAS AREIA COM PROTECAO UV50+ - TAMANHO:G1,pendente,SEM_COR,Camisas,Armorx
CAX035G2,68638,CAMISA ARMORX BRK FISHING ONDAS AREIA COM PROTECAO UV50+ - TAMANHO:G2,pendente,SEM_COR,Camisas,Armorx
CAX035BLPP,68639,CAMISA ARMORX FEMININA BRK FISHING ONDAS AREIA COM PROTECAO UV50+ - TAMANHO:PP,pendente,SEM_COR,Camisas,Armorx
CAX035BLP,68640,CAMISA ARMORX FEMININA BRK FISHING ONDAS AREIA COM PROTECAO UV50+ - TAMANHO:P,pendente,SEM_COR,Camisas,Armorx
CAX035BLM,68641,CAMISA ARMORX FEMININA BRK FISHING ONDAS AREIA COM PROTECAO UV50+ - TAMANHO:M,pendente,SEM_COR,Camisas,Armorx
CAX035BLG,68642,CAMISA ARMORX FEMININA BRK FISHING ONDAS AREIA COM PROTECAO UV50+ - TAMANHO:G,pendente,SEM_COR,Camisas,Armorx
CAX035BLGG,68643,CAMISA ARMORX FEMININA BRK FISHING ONDAS AREIA COM PROTECAO UV50+ - TAMANHO:GG,pendente,SEM_COR,Camisas,Armorx
CAX035BLG1,68644,CAMISA ARMORX FEMININA BRK FISHING ONDAS AREIA COM PROTECAO UV50+ - TAMANHO:G1,pendente,SEM_COR,Camisas,Armorx
CAX035BLG2,68645,CAMISA ARMORX FEMININA BRK FISHING ONDAS AREIA COM PROTECAO UV50+ - TAMANHO:G2,pendente,SEM_COR,Camisas,Armorx
CAX036PP,68646,CAMISA ARMORX BRK FISHING ONDAS VERDE CLARO COM PROTECAO UV50+ - TAMANHO:PP,pendente,SEM_COR,Camisas,Armorx
CAX036P,68647,CAMISA ARMORX BRK FISHING ONDAS VERDE CLARO COM PROTECAO UV50+ - TAMANHO:P,pendente,SEM_COR,Camisas,Armorx
CAX036M,68648,CAMISA ARMORX BRK FISHING ONDAS VERDE CLARO COM PROTECAO UV50+ - TAMANHO:M,pendente,SEM_COR,Camisas,Armorx
CAX036G,68649,CAMISA ARMORX BRK FISHING ONDAS VERDE CLARO COM PROTECAO UV50+ - TAMANHO:G,pendente,SEM_COR,Camisas,Armorx
CAX036GG,68650,CAMISA ARMORX BRK FISHING ONDAS VERDE CLARO COM PROTECAO UV50+ - TAMANHO:GG,pendente,SEM_COR,Camisas,Armorx
CAX036G1,68651,CAMISA ARMORX BRK FISHING ONDAS VERDE CLARO COM PROTECAO UV50+ - TAMANHO:G1,pendente,SEM_COR,Camisas,Armorx
CAX036G2,68652,CAMISA ARMORX BRK FISHING ONDAS VERDE CLARO COM PROTECAO UV50+ - TAMANHO:G2,pendente,SEM_COR,Camisas,Armorx
CAX039BLPP,68695,CAMISA ARMORX FEMININA BRK FISHING DEGRADE AZUL MARINHO COM PROTECAO UV50+ - TAMANHO:PP,pendente,SEM_COR,Camisas,Armorx
CAX039BLP,68696,CAMISA ARMORX FEMININA BRK FISHING DEGRADE AZUL MARINHO COM PROTECAO UV50+ - TAMANHO:P,pendente,SEM_COR,Camisas,Armorx
