sku,cod_sankhya,titulo_bruto,status,cor,classificacao,colecao
CAX045PP,79972,CAMISA ARMORX BRK FOLHA DE CARVALHO COM LUVA E PROTECAO UV50+ - TAMANHO:PP,pendente,SEM_COR,Camisas,Armorx
CAX045P,79973,CAMISA ARMORX BRK FOLHA DE CARVALHO COM LUVA E PROTECAO UV50+ - TAMANHO:P,pendente,SEM_COR,Camisas,Armorx
CAX045M,79974,CAMISA ARMORX BRK FOLHA DE CARVALHO COM LUVA E PROTECAO UV50+ - TAMANHO:M,pendente,SEM_COR,Camisas,Armorx
CAX045G,79975,CAMISA ARMORX BRK FOLHA DE CARVALHO COM LUVA E PROTECAO UV50+ - TAMANHO:G,pendente,SEM_COR,Camisas,Armorx
CAX045GG,79976,CAMISA ARMORX BRK FOLHA DE CARVALHO COM LUVA E PROTECAO UV50+ - TAMANHO:GG,pendente,SEM_COR,Camisas,Armorx
CAX045G1,79977,CAMISA ARMORX BRK FOLHA DE CARVALHO COM LUVA E PROTECAO UV50+ - TAMANHO:G1,pendente,SEM_COR,Camisas,Armorx
CAX045G2,79978,CAMISA ARMORX BRK FOLHA DE CARVALHO COM LUVA E PROTECAO UV50+ - TAMANHO:G2,pendente,SEM_COR,Camisas,Armorx
CAX046PP,79979,CAMISA ARMORX BRK NEVADA COM LUVA E PROTECAO UV50+ - TAMANHO:PP,pendente,SEM_COR,Camisas,Armorx
CAX046P,79980,CAMISA ARMORX BRK NEVADA COM LUVA E PROTECAO UV50+ - TAMANHO:P,pendente,SEM_COR,Camisas,Armorx
CAX046M,79981,CAMISA ARMORX BRK NEVADA COM LUVA E PROTECAO UV50+ - TAMANHO:M,pendente,SEM_COR,Camisas,Armorx
CAX046G,79982,CAMISA ARMORX BRK NEVADA COM LUVA E PROTECAO UV50+ - TAMANHO:G,pendente,SEM_COR,Camisas,Armorx
CAX046GG,79983,CAMISA ARMORX BRK NEVADA COM LUVA E PROTECAO UV50+ - TAMANHO:GG,pendente,SEM_COR,Camisas,Armorx
CAX046G1,79984,CAMISA ARMORX BRK NEVADA COM LUVA E PROTECAO UV50+ - TAMANHO:G1,pendente,SEM_COR,Camisas,Armorx
CAX046G2,79985,CAMISA ARMORX BRK NEVADA COM LUVA E PROTECAO UV50+ - TAMANHO:G2,pendente,SEM_COR,Camisas,Armorx
CAX047PP,79986,CAMISA ARMORX BRK ALAMO BRANCO COM LUVA E PROTECAO UV50+ - TAMANHO:PP,pendente,SEM_COR,Camisas,Armorx
CAX047P,79987,CAMISA ARMORX BRK ALAMO BRANCO COM LUVA E PROTECAO UV50+ - TAMANHO:P,pendente,SEM_COR,Camisas,Armorx
CAX047M,79988,CAMISA ARMORX BRK ALAMO BRANCO COM LUVA E PROTECAO UV50+ - TAMANHO:M,pendente,SEM_COR,Camisas,Armorx
CAX044BLG,79768,CAMISA ARMORX FEMININA BRK MATA INVERNAL COM LUVA E PROTECAO UV50+ - TAMANHO:G,pendente,SEM_COR,Camisas,Armorx
CAX044BLGG,79769,CAMISA ARMORX FEMININA BRK MATA INVERNAL COM LUVA E PROTECAO UV50+ - TAMANHO:GG,pendente,SEM_COR,Camisas,Armorx
CAX044BLG1,79770,CAMISA ARMORX FEMININA BRK MATA INVERNAL COM LUVA E PROTECAO UV50+ - TAMANHO:G1,pendente,SEM_COR,Camisas,Armorx
CAX044BLG2,79771,CAMISA ARMORX FEMININA BRK MATA INVERNAL COM LUVA E PROTECAO UV50+ - TAMANHO:G2,pendente,SEM_COR,Camisas,Armorx
CAX045BLPP,79772,CAMISA ARMORX FEMININA BRK FOLHA DE CARVALHO COM LUVA E PROTECAO UV50+ - TAMANHO:PP,pendente,SEM_COR,Camisas,Armorx
CAX045BLP,79773,CAMISA ARMORX FEMININA BRK FOLHA DE CARVALHO COM LUVA E PROTECAO UV50+ - TAMANHO:P,pendente,SEM_COR,Camisas,Armorx
CAX045BLM,79774,CAMISA ARMORX FEMININA BRK FOLHA DE CARVALHO COM LUVA E PROTECAO UV50+ - TAMANHO:M,pendente,SEM_COR,Camisas,Armorx
CAX045BLG,79775,CAMISA ARMORX FEMININA BRK FOLHA DE CARVALHO COM LUVA E PROTECAO UV50+ - TAMANHO:G,pendente,SEM_COR,Camisas,Armorx
CAX045BLGG,79776,CAMISA ARMORX FEMININA BRK FOLHA DE CARVALHO COM LUVA E PROTECAO UV50+ - TAMANHO:GG,pendente,SEM_COR,Camisas,Armorx
CAX045BLG1,79777,CAMISA ARMORX FEMININA BRK FOLHA DE CARVALHO COM LUVA E PROTECAO UV50+ - TAMANHO:G1,pendente,SEM_COR,Camisas,Armorx
CAX045BLG2,79778,CAMISA ARMORX FEMININA BRK FOLHA DE CARVALHO COM LUVA E PROTECAO UV50+ - TAMANHO:G2,pendente,SEM_COR,Camisas,Armorx
CAX046BLPP,79779,CAMISA ARMORX FEMININA BRK NEVADA COM LUVA E PROTECAO UV50+ - TAMANHO:PP,pendente,SEM_COR,Camisas,Armorx
CAX046BLP,79780,CAMISA ARMORX FEMININA BRK NEVADA COM LUVA E PROTECAO UV50+ - TAMANHO:P,pendente,SEM_COR,Camisas,Armorx
CAX046BLM,79781,CAMISA ARMORX FEMININA BRK NEVADA COM LUVA E PROTECAO UV50+ - TAMANHO:M,pendente,SEM_COR,Camisas,Armorx
CAX046BLG,79782,CAMISA ARMORX FEMININA BRK NEVADA COM LUVA E PROTECAO UV50+ - TAMANHO:G,pendente,SEM_COR,Camisas,Armorx
CAX046BLGG,79783,CAMISA ARMORX FEMININA BRK NEVADA COM LUVA E PROTECAO UV50+ - TAMANHO:GG,pendente,SEM_COR,Camisas,Armorx
CAX046BLG1,79784,CAMISA ARMORX FEMININA BRK NEVADA COM LUVA E PROTECAO UV50+ - TAMANHO:G1,pendente,SEM_COR,Camisas,Armorx
CAX046BLG2,79785,CAMISA ARMORX FEMININA BRK NEVADA COM LUVA E PROTECAO UV50+ - TAMANHO:G2,pendente,SEM_COR,Camisas,Armorx
CAX047BLPP,79786,CAMISA ARMORX FEMININA BRK ALAMO BRANCO COM LUVA E PROTECAO UV50+ - TAMANHO:PP,pendente,SEM_COR,Camisas,Armorx
CAX047BLP,79787,CAMISA ARMORX FEMININA BRK ALAMO BRANCO COM LUVA E PROTECAO UV50+ - TAMANHO:P,pendente,SEM_COR,Camisas,Armorx
CAX047BLM,79788,CAMISA ARMORX FEMININA BRK ALAMO BRANCO COM LUVA E PROTECAO UV50+ - TAMANHO:M,pendente,SEM_COR,Camisas,Armorx
CAX047BLG,79789,CAMISA ARMORX FEMININA BRK ALAMO BRANCO COM LUVA E PROTECAO UV50+ - TAMANHO:G,pendente,SEM_COR,Camisas,Armorx
CAX047BLGG,79790,CAMISA ARMORX FEMININA BRK ALAMO BRANCO COM LUVA E PROTECAO UV50+ - TAMANHO:GG,pendente,SEM_COR,Camisas,Armorx
CAX047BLG1,79791,CAMISA ARMORX FEMININA BRK ALAMO BRANCO COM LUVA E PROTECAO UV50+ - TAMANHO:G1,pendente,SEM_COR,Camisas,Armorx
CAX047BLG2,79792,CAMISA ARMORX FEMININA BRK ALAMO BRANCO COM LUVA E PROTECAO UV50+ - TAMANHO:G2,pendente,SEM_COR,Camisas,Armorx
CAX040PP,79937,CAMISA ARMORX BRK PINHAL COM LUVA E PROTECAO UV50+ - TAMANHO:PP,pendente,SEM_COR,Camisas,Armorx
CAX040P,79938,CAMISA ARMORX BRK PINHAL COM LUVA E PROTECAO UV50+ - TAMANHO:P,pendente,SEM_COR,Camisas,Armorx
CAX040M,79939,CAMISA ARMORX BRK PINHAL COM LUVA E PROTECAO UV50+ - TAMANHO:M,pendente,SEM_COR,Camisas,Armorx
CAX040G,79940,CAMISA ARMORX BRK PINHAL COM LUVA E PROTECAO UV50+ - TAMANHO:G,pendente,SEM_COR,Camisas,Armorx
CAX040GG,79941,CAMISA ARMORX BRK PINHAL COM LUVA E PROTECAO UV50+ - TAMANHO:GG,pendente,SEM_COR,Camisas,Armorx
CAX040G1,79942,CAMISA ARMORX BRK PINHAL COM LUVA E PROTECAO UV50+ - TAMANHO:G1,pendente,SEM_COR,Camisas,Armorx
CAX040G2,79943,CAMISA ARMORX BRK PINHAL COM LUVA E PROTECAO UV50+ - TAMANHO:G2,pendente,SEM_COR,Camisas,Armorx
CAX041PP,79944,CAMISA ARMORX BRK CASCA DE ARVORE COM LUVA E PROTECAO UV50+ - TAMANHO:PP,pendente,SEM_COR,Camisas,Armorx
CAX041P,79945,CAMISA ARMORX BRK CASCA DE ARVORE COM LUVA E PROTECAO UV50+ - TAMANHO:P,pendente,SEM_COR,Camisas,Armorx
CAX041M,79946,CAMISA ARMORX BRK CASCA DE ARVORE COM LUVA E PROTECAO UV50+ - TAMANHO:M,pendente,SEM_COR,Camisas,Armorx
CAX041G,79947,CAMISA ARMORX BRK CASCA DE ARVORE COM LUVA E PROTECAO UV50+ - TAMANHO:G,pendente,SEM_COR,Camisas,Armorx
CAX041GG,79948,CAMISA ARMORX BRK CASCA DE ARVORE COM LUVA E PROTECAO UV50+ - TAMANHO:GG,pendente,SEM_COR,Camisas,Armorx
CAX041G1,79949,CAMISA ARMORX BRK CASCA DE ARVORE COM LUVA E PROTECAO UV50+ - TAMANHO:G1,pendente,SEM_COR,Camisas,Armorx
CAX041G2,79950,CAMISA ARMORX BRK CASCA DE ARVORE COM LUVA E PROTECAO UV50+ - TAMANHO:G2,pendente,SEM_COR,Camisas,Armorx
CAX042PP,79951,CAMISA ARMORX BRK MATA FECHADA COM LUVA E PROTECAO UV50+ - TAMANHO:PP,pendente,SEM_COR,Camisas,Armorx
CAX042P,79952,CAMISA ARMORX BRK MATA FECHADA COM LUVA E PROTECAO UV50+ - TAMANHO:P,pendente,SEM_COR,Camisas,Armorx
CAX042M,79953,CAMISA ARMORX BRK MATA FECHADA COM LUVA E PROTECAO UV50+ - TAMANHO:M,pendente,SEM_COR,Camisas,Armorx
CAX042G,79954,CAMISA ARMORX BRK MATA FECHADA COM LUVA E PROTECAO UV50+ - TAMANHO:G,pendente,SEM_COR,Camisas,Armorx
CAX042GG,79955,CAMISA ARMORX BRK MATA FECHADA COM LUVA E PROTECAO UV50+ - TAMANHO:GG,pendente,SEM_COR,Camisas,Armorx
CAX042G1,79956,CAMISA ARMORX BRK MATA FECHADA COM LUVA E PROTECAO UV50+ - TAMANHO:G1,pendente,SEM_COR,Camisas,Armorx
CAX042G2,79957,CAMISA ARMORX BRK MATA FECHADA COM LUVA E PROTECAO UV50+ - TAMANHO:G2,pendente,SEM_COR,Camisas,Armorx
CAX043PP,79958,CAMISA ARMORX BRK SELVA COM LUVA E PROTECAO UV50+ - TAMANHO:PP,pendente,SEM_COR,Camisas,Armorx
CAX043P,79959,CAMISA ARMORX BRK SELVA COM LUVA E PROTECAO UV50+ - TAMANHO:P,pendente,SEM_COR,Camisas,Armorx
CAX043M,79960,CAMISA ARMORX BRK SELVA COM LUVA E PROTECAO UV50+ - TAMANHO:M,pendente,SEM_COR,Camisas,Armorx
CAX043G,79961,CAMISA ARMORX BRK SELVA COM LUVA E PROTECAO UV50+ - TAMANHO:G,pendente,SEM_COR,Camisas,Armorx
CAX043GG,79962,CAMISA ARMORX BRK SELVA COM LUVA E PROTECAO UV50+ - TAMANHO:GG,pendente,SEM_COR,Camisas,Armorx
CAX043G1,79963,CAMISA ARMORX BRK SELVA COM LUVA E PROTECAO UV50+ - TAMANHO:G1,pendente,SEM_COR,Camisas,Armorx
CAX043G2,79964,CAMISA ARMORX BRK SELVA COM LUVA E PROTECAO UV50+ - TAMANHO:G2,pendente,SEM_COR,Camisas,Armorx
CAX044PP,79965,CAMISA ARMORX BRK MATA INVERNAL COM LUVA E PROTECAO UV50+ - TAMANHO:PP,pendente,SEM_COR,Camisas,Armorx
CAX044P,79966,CAMISA ARMORX BRK MATA INVERNAL COM LUVA E PROTECAO UV50+ - TAMANHO:P,pendente,SEM_COR,Camisas,Armorx
CAX044M,79967,CAMISA ARMORX BRK MATA INVERNAL COM LUVA E PROTECAO UV50+ - TAMANHO:M,pendente,SEM_COR,Camisas,Armorx
CAX044G,79968,CAMISA ARMORX BRK MATA INVERNAL COM LUVA E PROTECAO UV50+ - TAMANHO:G,pendente,SEM_COR,Camisas,Armorx
CAX044GG,79969,CAMISA ARMORX BRK MATA INVERNAL COM LUVA E PROTECAO UV50+ - TAMANHO:GG,pendente,SEM_COR,Camisas,Armorx
